"","X","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","Container"
"2535",11375,"rabbit","bag",2,0.570426647279738,"big","standard","cco",2,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2536",2903,"rabbit","box",2,0.429573352720262,"big","standard","cco",2,"haddock_model.wppl",2,1,0,"disallow","box2"
"2537",2904,"rabbit","box",2,0.517774914148544,"big","standard","cco",3,"haddock_model.wppl",2,1,0,"disallow","box2"
"2538",11376,"rabbit","bag",2,0.482225085851456,"big","standard","cco",3,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2539",11377,"rabbit","bag",2,1,"bigger","standard","cco",1,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2540",11378,"rabbit","bag",2,1,"bigger","standard","cco",2,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2541",2905,"rabbit","box",2,0.50972220219784,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0,"disallow","box2"
"2542",11379,"rabbit","bag",2,0.49027779780216,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2543",11380,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",2,1,0,"disallow","box2"
"2544",2906,"rabbit","box",2,0.53939238263257,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0,"disallow","box2"
"2545",11381,"rabbit","bag",2,0.46060761736743,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2546",11382,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",2,1,0,"disallow","box2"
"2547",11383,"rabbit","bag",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2548",11384,"rabbit","bag",2,1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2549",11385,"rabbit","bag",2,0.683220482783942,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0,"disallow","bag2"
"2550",2907,"rabbit","box",2,0.316779517216059,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0,"disallow","box2"
"2551",11386,"rabbit","bag",2,0.739221868510628,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2552",2908,"rabbit","box",2,0.260778131489372,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2553",11387,"rabbit","bag",2,0.753025843211381,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2554",2909,"rabbit","box",2,0.246974156788619,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2555",2910,"rabbit","box",2,0.518213866039953,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2556",11388,"rabbit","bag",2,0.481786133960047,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2557",11389,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2558",11390,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2559",11391,"rabbit","bag",2,0.505840072884401,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2560",2911,"rabbit","box",2,0.494159927115599,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2561",11392,"rabbit","bag",2,0.717581048342981,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2562",2912,"rabbit","box",2,0.282418951657019,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2563",11393,"rabbit","bag",2,0.753025843211381,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2564",2913,"rabbit","box",2,0.246974156788619,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2565",2914,"rabbit","box",2,0.545454545454546,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2566",11394,"rabbit","bag",2,0.454545454545454,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2567",11395,"rabbit","bag",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2568",11396,"rabbit","bag",2,1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2569",11397,"rabbit","bag",2,0.513628391580409,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2570",2915,"rabbit","box",2,0.486371608419591,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2571",11398,"rabbit","bag",2,0.536277602523659,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2572",2916,"rabbit","box",2,0.463722397476341,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2573",11399,"rabbit","bag",2,0.666666666666667,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2574",2917,"rabbit","box",2,0.333333333333333,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2575",2918,"rabbit","box",2,0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2576",11400,"rabbit","bag",2,0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2577",2919,"rabbit","box",2,0.668892371988816,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2578",11401,"rabbit","bag",2,0.331107628011184,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2579",2920,"rabbit","box",2,0.538771596731413,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2580",11402,"rabbit","bag",2,0.461228403268587,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2581",2921,"rabbit","box",2,0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2582",11403,"rabbit","bag",2,0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2583",11404,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2584",11405,"rabbit","bag",2,0.666666666666667,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2585",2922,"rabbit","box",2,0.333333333333333,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2586",11406,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2587",11407,"rabbit","box",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2588",2923,"rabbit","box",2,0.538771596731413,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2589",11408,"rabbit","bag",2,0.461228403268587,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2"
"2590",11409,"rabbit","box",2,1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2"
"2591",11410,"rabbit","bag",2,0.559988694359211,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2592",2924,"rabbit","box",2,0.440011305640789,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2593",11411,"rabbit","bag",2,0.560913461355724,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2594",2925,"rabbit","box",2,0.439086538644276,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2595",2926,"rabbit","box",2,0.501118358910369,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2596",11412,"rabbit","bag",2,0.49888164108963,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2597",11413,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2598",11414,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2599",2927,"rabbit","box",2,0.500105019972426,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2600",11415,"rabbit","bag",2,0.499894980027574,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2601",11416,"rabbit","bag",2,0.655362798835794,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2602",2928,"rabbit","box",2,0.344637201164205,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2603",11417,"rabbit","bag",2,0.655761381592901,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2604",2929,"rabbit","box",2,0.344238618407099,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2605",2930,"rabbit","box",2,0.500480221137815,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2606",11418,"rabbit","bag",2,0.499519778862185,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2607",11419,"rabbit","bag",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2608",11420,"rabbit","bag",2,1,"bigger","bumford","no-cc",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2609",11421,"rabbit","bag",2,0.500496985201606,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2610",2931,"rabbit","box",2,0.499503014798394,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2611",11422,"rabbit","bag",2,0.556645139550375,"big","standard","cco",1,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2612",2932,"rabbit","box",2,0.443354860449625,"big","standard","cco",1,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2613",11423,"rabbit","bag",2,0.574405004716627,"big","standard","cco",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2614",2933,"rabbit","box",2,0.425594995283373,"big","standard","cco",2,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2615",2934,"rabbit","box",2,0.518427668040339,"big","standard","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2616",11424,"rabbit","bag",2,0.481572331959661,"big","standard","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2617",11425,"rabbit","bag",2,1,"bigger","standard","cco",1,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2618",11426,"rabbit","bag",2,1,"bigger","standard","cco",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2619",2935,"rabbit","box",2,0.510309112778188,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2620",11427,"rabbit","bag",2,0.489690887221811,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2621",11428,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2622",2936,"rabbit","box",2,0.538633939407654,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2623",11429,"rabbit","bag",2,0.461366060592346,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2624",11430,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2625",11431,"rabbit","bag",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2626",11432,"rabbit","bag",2,1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2627",11433,"rabbit","bag",2,0.683219383208796,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0.5,"disallow","bag2"
"2628",2937,"rabbit","box",2,0.316780616791204,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0.5,"disallow","box2"
"2629",11434,"rabbit","bag",2,0.937619707470149,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2630",2938,"rabbit","box",2,0.0623802925298512,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2631",11435,"rabbit","bag",2,0.938442723470144,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2632",2939,"rabbit","box",2,0.0615572765298558,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2633",2940,"rabbit","box",2,0.503539620918018,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2634",11436,"rabbit","bag",2,0.496460379081982,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2635",11437,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2636",11438,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2637",11439,"rabbit","bag",2,0.501179031585508,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2638",2941,"rabbit","box",2,0.498820968414492,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2639",11440,"rabbit","bag",2,0.936454943610779,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2640",2942,"rabbit","box",2,0.0635450563892212,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2641",11441,"rabbit","bag",2,0.938442723470144,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2642",2943,"rabbit","box",2,0.0615572765298557,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2643",2944,"rabbit","box",2,0.508474576271186,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2644",11442,"rabbit","bag",2,0.491525423728814,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2645",11443,"rabbit","bag",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2646",11444,"rabbit","bag",2,1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2647",11445,"rabbit","bag",2,0.502786437780378,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2648",2945,"rabbit","box",2,0.497213562219621,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2649",11446,"rabbit","bag",2,0.852557673019057,"big","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2650",2946,"rabbit","box",2,0.147442326980943,"big","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2651",11447,"rabbit","bag",2,0.909090909090909,"big","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2652",2947,"rabbit","box",2,0.090909090909091,"big","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2653",2948,"rabbit","box",2,0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2654",11448,"rabbit","bag",2,0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2655",2949,"rabbit","box",2,0.69256965944599,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2656",11449,"rabbit","bag",2,0.30743034055401,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2657",2950,"rabbit","box",2,0.565712432616319,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2658",11450,"rabbit","bag",2,0.434287567383681,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2659",2951,"rabbit","box",2,0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2660",11451,"rabbit","bag",2,0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2661",11452,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2662",11453,"rabbit","bag",2,0.909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2663",2952,"rabbit","box",2,0.0909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2664",11454,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2665",11455,"rabbit","box",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2666",2953,"rabbit","box",2,0.565712432616319,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2667",11456,"rabbit","bag",2,0.434287567383681,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2"
"2668",11457,"rabbit","box",2,1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2"
"2669",11458,"rabbit","bag",2,0.621677549720182,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2670",2954,"rabbit","box",2,0.378322450279819,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2671",11459,"rabbit","bag",2,0.621847973968243,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2672",2955,"rabbit","box",2,0.378152026031757,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2673",2956,"rabbit","box",2,0.500215276054647,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2674",11460,"rabbit","bag",2,0.499784723945353,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2675",11461,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2676",11462,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2677",2957,"rabbit","box",2,0.500023011697003,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2678",11463,"rabbit","bag",2,0.499976988302997,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2679",11464,"rabbit","bag",2,0.686457139085954,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2680",2958,"rabbit","box",2,0.313542860914046,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2681",11465,"rabbit","bag",2,0.686522837021205,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2682",2959,"rabbit","box",2,0.313477162978795,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2683",2960,"rabbit","box",2,0.500083165482109,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2684",11466,"rabbit","bag",2,0.499916834517891,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2685",11467,"rabbit","bag",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2686",11468,"rabbit","bag",2,1,"bigger","bumford","no-cc",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2687",11469,"rabbit","bag",2,0.500086571501613,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2688",2961,"rabbit","box",2,0.499913428498387,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2689",11470,"rabbit","bag",2,0.583745737492151,"big","standard","cco",1,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2690",2962,"rabbit","box",2,0.416254262507849,"big","standard","cco",1,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2691",11471,"rabbit","bag",2,0.603350274549085,"big","standard","cco",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2692",2963,"rabbit","box",2,0.396649725450915,"big","standard","cco",2,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2693",2964,"rabbit","box",2,0.518831245997047,"big","standard","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2694",11472,"rabbit","bag",2,0.481168754002953,"big","standard","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2695",11473,"rabbit","bag",2,1,"bigger","standard","cco",1,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2696",11474,"rabbit","bag",2,1,"bigger","standard","cco",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2697",2965,"rabbit","box",2,0.510659941814114,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2698",11475,"rabbit","bag",2,0.489340058185886,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2699",11476,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2700",2966,"rabbit","box",2,0.532642324027538,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2701",11477,"rabbit","bag",2,0.467357675972462,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2702",11478,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2703",11479,"rabbit","bag",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2704",11480,"rabbit","bag",2,1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2705",11481,"rabbit","bag",2,0.683218503551227,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0.9,"disallow","bag2"
"2706",2967,"rabbit","box",2,0.316781496448773,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0.9,"disallow","box2"
"2707",11482,"rabbit","bag",2,1,"big","bumford","cco",1,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2708",11483,"rabbit","bag",2,1,"big","bumford","cco",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2709",11484,"rabbit","bag",2,0.5,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2710",2968,"rabbit","box",2,0.5,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2711",11485,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2712",11486,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2713",11487,"rabbit","bag",2,0.5,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2714",2969,"rabbit","box",2,0.5,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2715",11488,"rabbit","bag",2,1,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2716",11489,"rabbit","bag",2,1,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2717",11490,"rabbit","bag",2,0.5,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2718",2970,"rabbit","box",2,0.5,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2719",11491,"rabbit","bag",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2720",11492,"rabbit","bag",2,1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2721",11493,"rabbit","bag",2,0.5,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2722",2971,"rabbit","box",2,0.5,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2723",11494,"rabbit","bag",2,1,"big","standard","cco",1,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2724",11495,"rabbit","bag",2,1,"big","standard","cco",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2725",2972,"rabbit","box",2,0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2726",11496,"rabbit","bag",2,0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2727",2973,"rabbit","box",2,0.697969165738472,"bigger","standard","cco",1,"haddock_model.wppl",1,1,1,"disallow","box2"
"2728",11497,"rabbit","bag",2,0.302030834261528,"bigger","standard","cco",1,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2729",2974,"rabbit","box",2,0.571962956040426,"bigger","standard","cco",2,"haddock_model.wppl",1,1,1,"disallow","box2"
"2730",11498,"rabbit","bag",2,0.428037043959574,"bigger","standard","cco",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2731",2975,"rabbit","box",2,0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2732",11499,"rabbit","bag",2,0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2733",11500,"rabbit","bag",2,1,"big","standard","no-cc",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2734",11501,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2735",11502,"rabbit","box",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,1,"disallow","box2"
"2736",2976,"rabbit","box",2,0.571962956040426,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,1,"disallow","box2"
"2737",11503,"rabbit","bag",2,0.428037043959574,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,1,"disallow","bag2"
"2738",11504,"rabbit","box",2,1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","box2"
"2739",11505,"rabbit","bag",2,1,"big","bumford","cco",1,"haddock_model.wppl",2,1,1,"disallow","bag2"
"2740",11506,"rabbit","bag",2,1,"big","bumford","cco",2,"haddock_model.wppl",2,1,1,"disallow","bag2"
"2741",11507,"rabbit","bag",2,0.5,"big","bumford","cco",3,"haddock_model.wppl",2,1,1,"disallow","bag2"
"2742",2977,"rabbit","box",2,0.5,"big","bumford","cco",3,"haddock_model.wppl",2,1,1,"disallow","box2"
"2743",11508,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",2,1,1,"disallow","bag2"
"2744",11509,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",2,1,1,"disallow","bag2"
"2745",11510,"rabbit","bag",2,0.5,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,1,"disallow","bag2"
"2746",2978,"rabbit","box",2,0.5,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,1,"disallow","box2"
"2747",11511,"rabbit","bag",2,1,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,1,"disallow","bag2"
"2748",11512,"rabbit","bag",2,1,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,1,"disallow","bag2"
