"","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","NA","Container"
"1626","rabbit","bag","2",0.964994250417044,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2478","rabbit","box","2",0.0350057495829558,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"2479","rabbit","box","2",0.50966381836619,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1627","rabbit","bag","2",0.49033618163381,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"1628","rabbit","bag","2",0.939923176704541,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2480","rabbit","box","2",0.0600768232954587,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1629","rabbit","bag","2",0.939407429498678,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2481","rabbit","box","2",0.0605925705013224,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1630","rabbit","bag","2",0.502274238759163,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2482","rabbit","box","2",0.497725761240837,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1631","rabbit","bag","2",0.961668403717205,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2483","rabbit","box","2",0.0383315962827945,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1632","rabbit","bag","2",0.964994250417044,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2484","rabbit","box","2",0.0350057495829558,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"2485","rabbit","box","2",0.523536255094401,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1633","rabbit","bag","2",0.476463744905599,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"1634","rabbit","bag","2",0.852557673019057,"big","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2486","rabbit","box","2",0.147442326980943,"big","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1635","rabbit","bag","2",0.909090909090909,"big","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2487","rabbit","box","2",0.090909090909091,"big","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"2488","rabbit","box","2",0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1636","rabbit","bag","2",0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2489","rabbit","box","2",0.69256965944599,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1637","rabbit","bag","2",0.30743034055401,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2490","rabbit","box","2",0.565712432616319,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1638","rabbit","bag","2",0.434287567383681,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2491","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1639","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"1640","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1641","rabbit","bag","2",0.909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"2492","rabbit","box","2",0.0909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1642","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1643","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"2493","rabbit","box","2",0.565712432616319,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1644","rabbit","bag","2",0.434287567383681,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"disallow","bag2","bag2"
"1645","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"disallow","box2","box2"
"1646","rabbit","bag","2",1,"big","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1647","rabbit","bag","2",1,"big","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1648","rabbit","bag","2",0.50459021913841,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2494","rabbit","box","2",0.49540978086159,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1649","rabbit","bag","2",0.963509052895136,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2495","rabbit","box","2",0.0364909471048639,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1650","rabbit","bag","2",0.964994250417044,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2496","rabbit","box","2",0.0350057495829558,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"2497","rabbit","box","2",0.510771369006254,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1651","rabbit","bag","2",0.489228630993746,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1652","rabbit","bag","2",1,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1653","rabbit","bag","2",1,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1654","rabbit","bag","2",0.510747986437558,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2498","rabbit","box","2",0.489252013562442,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1655","rabbit","bag","2",0.961255420800843,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2499","rabbit","box","2",0.0387445791991573,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1656","rabbit","bag","2",0.964994250417044,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2500","rabbit","box","2",0.0350057495829558,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"2501","rabbit","box","2",0.526315789473684,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1657","rabbit","bag","2",0.473684210526316,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1658","rabbit","bag","2",1,"big","standard","cco",1,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1659","rabbit","bag","2",1,"big","standard","cco",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2502","rabbit","box","2",0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1660","rabbit","bag","2",0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2503","rabbit","box","2",0.697969165738472,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1661","rabbit","bag","2",0.302030834261528,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2504","rabbit","box","2",0.571962956040426,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1662","rabbit","bag","2",0.428037043959574,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"2505","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1663","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1664","rabbit","bag","2",1,"big","standard","no-cc",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1665","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1666","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"2506","rabbit","box","2",0.571962956040426,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1667","rabbit","bag","2",0.428037043959574,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,1,"disallow","bag2","bag2"
"1668","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.9,1,"disallow","box2","box2"
"1669","rabbit","bag","2",0.567132182801291,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2507","rabbit","box","2",0.432867817198709,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1670","rabbit","bag","2",0.603882477525178,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2508","rabbit","box","2",0.396117522474822,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"2509","rabbit","box","2",0.537804878048781,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1671","rabbit","bag","2",0.46219512195122,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1672","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1673","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1674","rabbit","bag","2",0.511545295039793,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2510","rabbit","box","2",0.488454704960207,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1675","rabbit","bag","2",0.504050800397687,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2511","rabbit","box","2",0.495949199602313,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1676","rabbit","bag","2",0.603882477525178,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2512","rabbit","box","2",0.396117522474822,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"2513","rabbit","box","2",0.6,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1677","rabbit","bag","2",0.4,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1678","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1679","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1680","rabbit","bag","2",0.526533563572051,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2514","rabbit","box","2",0.473466436427949,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"2515","rabbit","box","2",0.633620689655172,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1681","rabbit","bag","2",0.366379310344828,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1682","rabbit","bag","2",0.5,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2516","rabbit","box","2",0.5,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"2517","rabbit","box","2",0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1683","rabbit","bag","2",0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2518","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1684","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1685","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2519","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"2520","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1686","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"1687","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1688","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2521","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1689","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1690","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1691","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"disallow","bag2","bag2"
"2522","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1692","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0,"disallow","box2","box2"
"1693","rabbit","bag","2",0.739221868510628,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2523","rabbit","box","2",0.260778131489372,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1694","rabbit","bag","2",0.753025843211381,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2524","rabbit","box","2",0.246974156788619,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"2525","rabbit","box","2",0.518213866039953,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1695","rabbit","bag","2",0.481786133960047,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1696","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1697","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1698","rabbit","bag","2",0.505840072884401,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2526","rabbit","box","2",0.494159927115599,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1699","rabbit","bag","2",0.717581048342981,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2527","rabbit","box","2",0.282418951657019,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1700","rabbit","bag","2",0.753025843211381,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2528","rabbit","box","2",0.246974156788619,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"2529","rabbit","box","2",0.545454545454546,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1701","rabbit","bag","2",0.454545454545454,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1702","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1703","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1704","rabbit","bag","2",0.513628391580409,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2530","rabbit","box","2",0.486371608419591,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1705","rabbit","bag","2",0.536277602523659,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2531","rabbit","box","2",0.463722397476341,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1706","rabbit","bag","2",0.666666666666667,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2532","rabbit","box","2",0.333333333333333,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"2533","rabbit","box","2",0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1707","rabbit","bag","2",0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2534","rabbit","box","2",0.668892371988816,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1708","rabbit","bag","2",0.331107628011184,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2535","rabbit","box","2",0.538771596731413,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1709","rabbit","bag","2",0.461228403268587,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2536","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1710","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1711","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1712","rabbit","bag","2",0.666666666666667,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"2537","rabbit","box","2",0.333333333333333,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1713","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1714","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"2538","rabbit","box","2",0.538771596731413,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1715","rabbit","bag","2",0.461228403268587,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"disallow","bag2","bag2"
"1716","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"disallow","box2","box2"
"1717","rabbit","bag","2",0.937619707470149,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2539","rabbit","box","2",0.0623802925298512,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1718","rabbit","bag","2",0.938442723470144,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2540","rabbit","box","2",0.0615572765298558,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"2541","rabbit","box","2",0.503539620918018,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1719","rabbit","bag","2",0.496460379081982,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1720","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1721","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1722","rabbit","bag","2",0.501179031585508,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2542","rabbit","box","2",0.498820968414492,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1723","rabbit","bag","2",0.936454943610779,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2543","rabbit","box","2",0.0635450563892212,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1724","rabbit","bag","2",0.938442723470144,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2544","rabbit","box","2",0.0615572765298557,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"2545","rabbit","box","2",0.508474576271186,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1725","rabbit","bag","2",0.491525423728814,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1726","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1727","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1728","rabbit","bag","2",0.502786437780378,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2546","rabbit","box","2",0.497213562219621,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1729","rabbit","bag","2",0.852557673019057,"big","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2547","rabbit","box","2",0.147442326980943,"big","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1730","rabbit","bag","2",0.909090909090909,"big","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2548","rabbit","box","2",0.090909090909091,"big","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"2549","rabbit","box","2",0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1731","rabbit","bag","2",0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2550","rabbit","box","2",0.69256965944599,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1732","rabbit","bag","2",0.30743034055401,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2551","rabbit","box","2",0.565712432616319,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1733","rabbit","bag","2",0.434287567383681,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2552","rabbit","box","2",0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1734","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1735","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1736","rabbit","bag","2",0.909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"2553","rabbit","box","2",0.0909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1737","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1738","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"2554","rabbit","box","2",0.565712432616319,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1739","rabbit","bag","2",0.434287567383681,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"disallow","bag2","bag2"
"1740","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0.9,"disallow","box2","box2"
"1741","rabbit","bag","2",1,"big","bumford","cco",1,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1742","rabbit","bag","2",1,"big","bumford","cco",2,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1743","rabbit","bag","2",0.5,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"2555","rabbit","box","2",0.5,"big","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","box2","box2"
"1744","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1745","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1746","rabbit","bag","2",0.5,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"2556","rabbit","box","2",0.5,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,1,"disallow","box2","box2"
"1747","rabbit","bag","2",1,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1748","rabbit","bag","2",1,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1749","rabbit","bag","2",0.5,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"2557","rabbit","box","2",0.5,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","box2","box2"
"1750","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1751","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1752","rabbit","bag","2",0.5,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"2558","rabbit","box","2",0.5,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,1,"disallow","box2","box2"
"1753","rabbit","bag","2",1,"big","standard","cco",1,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"1754","rabbit","bag","2",1,"big","standard","cco",2,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"2559","rabbit","box","2",0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"disallow","box2","box2"
"1755","rabbit","bag","2",0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,1,1,"disallow","bag2","bag2"
"2560","rabbit","box","2",0.697969165738472,"bigger","standard","cco",1,"haddock_model.wppl",1,1,1,"disallow","box2","box2"
